Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2020Q1,,S08000029,,F704H,,Elective Inpatients,,3,,190,339,1.78421052631579,,200,493,2.465,
2020Q2,,S08000029,,F704H,,Elective Inpatients,,3,,62,79,1.2741935483871,,65,115,1.76923076923077,
2020Q3,,S08000029,,F704H,,Elective Inpatients,,3,,145,228,1.57241379310345,,150,338,2.25333333333333,
2020Q4,,S08000029,,F704H,,Elective Inpatients,,3,,154,275,1.78571428571429,,155,303,1.95483870967742,
2021Q1,,S08000029,,F704H,,Elective Inpatients,,3,,85,200,2.35294117647059,,85,214,2.51764705882353,
2021Q2,,S08000029,,F704H,,Elective Inpatients,,3,,176,377,2.14204545454545,,175,474,2.70857142857143,
2021Q3,p,S08000029,,F704H,,Elective Inpatients,,3,,192,289,1.50520833333333,,195,380,1.94871794871795,
2016Q3,,S08000029,,F704H,,Elective Inpatients,,4,,185,458,2.47567567567568,,183,629,3.43715846994536,
2016Q4,,S08000029,,F704H,,Elective Inpatients,,4,,170,433,2.54705882352941,,165,514,3.11515151515152,
2017Q1,,S08000029,,F704H,,Elective Inpatients,,4,,220,553,2.51363636363636,,215,723,3.36279069767442,
2017Q2,,S08000029,,F704H,,Elective Inpatients,,4,,200,449,2.245,,200,629,3.145,
2017Q3,,S08000029,,F704H,,Elective Inpatients,,4,,216,452,2.09259259259259,,220,605,2.75,
2017Q4,,S08000029,,F704H,,Elective Inpatients,,4,,207,442,2.13526570048309,,205,571,2.78536585365854,
2018Q1,,S08000029,,F704H,,Elective Inpatients,,4,,194,458,2.36082474226804,,194,643,3.31443298969072,
2018Q2,,S08000029,,F704H,,Elective Inpatients,,4,,230,450,1.95652173913043,,230,629,2.73478260869565,
2018Q3,,S08000029,,F704H,,Elective Inpatients,,4,,192,412,2.14583333333333,,197,589,2.98984771573604,
2018Q4,,S08000029,,F704H,,Elective Inpatients,,4,,190,519,2.73157894736842,,190,884,4.65263157894737,
2019Q1,,S08000029,,F704H,,Elective Inpatients,,4,,175,371,2.12,,181,713,3.93922651933702,
2019Q2,,S08000029,,F704H,,Elective Inpatients,,4,,206,406,1.97087378640777,,212,614,2.89622641509434,
2019Q3,,S08000029,,F704H,,Elective Inpatients,,4,,210,360,1.71428571428571,,210,520,2.47619047619048,
2019Q4,,S08000029,,F704H,,Elective Inpatients,,4,,209,404,1.93301435406699,,210,531,2.52857142857143,
2020Q1,,S08000029,,F704H,,Elective Inpatients,,4,,182,375,2.06043956043956,,190,664,3.49473684210526,
2020Q2,,S08000029,,F704H,,Elective Inpatients,,4,,45,51,1.13333333333333,,50,96,1.92,
2020Q3,,S08000029,,F704H,,Elective Inpatients,,4,,131,214,1.63358778625954,,135,336,2.48888888888889,
2020Q4,,S08000029,,F704H,,Elective Inpatients,,4,,141,314,2.22695035460993,,140,338,2.41428571428571,
2021Q1,,S08000029,,F704H,,Elective Inpatients,,4,,80,161,2.0125,,80,192,2.4,
2021Q2,,S08000029,,F704H,,Elective Inpatients,,4,,172,305,1.77325581395349,,175,405,2.31428571428571,
2021Q3,p,S08000029,,F704H,,Elective Inpatients,,4,,175,357,2.04,,175,488,2.78857142857143,
2016Q3,,S08000029,,F704H,,Elective Inpatients,,5,,190,503,2.64736842105263,,190,558,2.93684210526316,
2016Q4,,S08000029,,F704H,,Elective Inpatients,,5,,228,523,2.29385964912281,,230,629,2.73478260869565,
2017Q1,,S08000029,,F704H,,Elective Inpatients,,5,,180,357,1.98333333333333,,180,443,2.46111111111111,
2017Q2,,S08000029,,F704H,,Elective Inpatients,,5,,161,328,2.03726708074534,,159,368,2.31446540880503,
2017Q3,,S08000029,,F704H,,Elective Inpatients,,5,,177,375,2.11864406779661,,180,513,2.85,
2017Q4,,S08000029,,F704H,,Elective Inpatients,,5,,165,356,2.15757575757576,,165,472,2.86060606060606,
2018Q1,,S08000029,,F704H,,Elective Inpatients,,5,,148,266,1.7972972972973,,150,369,2.46,
2018Q2,,S08000029,,F704H,,Elective Inpatients,,5,,175,389,2.22285714285714,,175,485,2.77142857142857,
2018Q3,,S08000029,,F704H,,Elective Inpatients,,5,,165,363,2.2,,165,463,2.80606060606061,
2018Q4,,S08000029,,F704H,,Elective Inpatients,,5,,175,393,2.24571428571429,,175,485,2.77142857142857,
2019Q1,,S08000029,,F704H,,Elective Inpatients,,5,,195,448,2.2974358974359,,190,582,3.06315789473684,
2019Q2,,S08000029,,F704H,,Elective Inpatients,,5,,160,243,1.51875,,165,582,3.52727272727273,
2019Q3,,S08000029,,F704H,,Elective Inpatients,,5,,171,323,1.88888888888889,,175,408,2.33142857142857,
2019Q4,,S08000029,,F704H,,Elective Inpatients,,5,,200,460,2.3,,205,752,3.66829268292683,
2020Q1,,S08000029,,F704H,,Elective Inpatients,,5,,161,254,1.5776397515528,,170,382,2.24705882352941,
2020Q2,,S08000029,,F704H,,Elective Inpatients,,5,,41,91,2.21951219512195,,40,116,2.9,
2020Q3,,S08000029,,F704H,,Elective Inpatients,,5,,121,231,1.90909090909091,,125,334,2.672,
2020Q4,,S08000029,,F704H,,Elective Inpatients,,5,,130,361,2.77692307692308,,135,400,2.96296296296296,
2021Q1,,S08000029,,F704H,,Elective Inpatients,,5,,64,168,2.625,,65,183,2.81538461538462,
2021Q2,,S08000029,,F704H,,Elective Inpatients,,5,,145,244,1.68275862068966,,145,310,2.13793103448276,
2021Q3,p,S08000029,,F704H,,Elective Inpatients,,5,,130,183,1.40769230769231,,135,297,2.2,
2016Q4,,S08000029,,F704H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2017Q2,,S08000029,,F704H,,Elective Inpatients,, ,:,5,6,1.2,,5,6,1.2,
2017Q3,,S08000029,,F704H,,Elective Inpatients,, ,:,0,7, ,z,0,7, ,z
2019Q3,,S08000029,,F704H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2016Q3,,S08000019,,V217H,,Elective Inpatients,,1,,120,301,2.50833333333333,,125,452,3.616,
2016Q4,,S08000019,,V217H,,Elective Inpatients,,1,,110,232,2.10909090909091,,110,352,3.2,
2017Q1,,S08000019,,V217H,,Elective Inpatients,,1,,135,242,1.79259259259259,,135,303,2.24444444444444,
2017Q2,,S08000019,,V217H,,Elective Inpatients,,1,,130,210,1.61538461538462,,130,280,2.15384615384615,
2017Q3,,S08000019,,V217H,,Elective Inpatients,,1,,99,223,2.25252525252525,,100,316,3.16,
2017Q4,,S08000019,,V217H,,Elective Inpatients,,1,,116,291,2.50862068965517,,115,404,3.51304347826087,
2018Q1,,S08000019,,V217H,,Elective Inpatients,,1,,111,235,2.11711711711712,,110,359,3.26363636363636,
2018Q2,,S08000019,,V217H,,Elective Inpatients,,1,,128,233,1.8203125,,130,317,2.43846153846154,
2018Q3,,S08000019,,V217H,,Elective Inpatients,,1,,110,225,2.04545454545455,,110,310,2.81818181818182,
2018Q4,,S08000019,,V217H,,Elective Inpatients,,1,,130,258,1.98461538461538,,135,375,2.77777777777778,
2019Q1,,S08000019,,V217H,,Elective Inpatients,,1,,113,244,2.15929203539823,,113,225,1.99115044247788,
2019Q2,,S08000019,,V217H,,Elective Inpatients,,1,,131,208,1.58778625954198,,135,335,2.48148148148148,
2019Q3,,S08000019,,V217H,,Elective Inpatients,,1,,130,246,1.89230769230769,,130,295,2.26923076923077,
2019Q4,,S08000019,,V217H,,Elective Inpatients,,1,,114,169,1.48245614035088,,119,230,1.9327731092437,
2020Q1,,S08000019,,V217H,,Elective Inpatients,,1,,130,160,1.23076923076923,,132,183,1.38636363636364,
2020Q2,,S08000019,,V217H,,Elective Inpatients,,1,,26,48,1.84615384615385,,27,85,3.14814814814815,
2020Q3,,S08000019,,V217H,,Elective Inpatients,,1,,77,124,1.61038961038961,,76,135,1.77631578947368,
2020Q4,,S08000019,,V217H,,Elective Inpatients,,1,,107,155,1.44859813084112,,111,233,2.0990990990991,
2021Q1,,S08000019,,V217H,,Elective Inpatients,,1,,61,76,1.24590163934426,,62,84,1.35483870967742,
2021Q2,,S08000019,,V217H,,Elective Inpatients,,1,,115,203,1.76521739130435,,116,222,1.91379310344828,
2021Q3,p,S08000019,,V217H,,Elective Inpatients,,1,,95,280,2.94736842105263,,95,285,3,
2016Q3,,S08000019,,V217H,,Elective Inpatients,,2,,176,337,1.91477272727273,,175,449,2.56571428571429,
2016Q4,,S08000019,,V217H,,Elective Inpatients,,2,,180,419,2.32777777777778,,180,520,2.88888888888889,
2017Q1,,S08000019,,V217H,,Elective Inpatients,,2,,156,299,1.91666666666667,,155,380,2.45161290322581,
2017Q2,,S08000019,,V217H,,Elective Inpatients,,2,,135,296,2.19259259259259,,140,583,4.16428571428571,
2017Q3,,S08000019,,V217H,,Elective Inpatients,,2,,158,306,1.93670886075949,,158,473,2.9936708860759502,
2017Q4,,S08000019,,V217H,,Elective Inpatients,,2,,130,260,2,,135,465,3.44444444444444,
2018Q1,,S08000019,,V217H,,Elective Inpatients,,2,,135,230,1.7037037037037,,140,390,2.78571428571429,
2018Q2,,S08000019,,V217H,,Elective Inpatients,,2,,125,329,2.632,,125,392,3.136,
2018Q3,,S08000019,,V217H,,Elective Inpatients,,2,,118,241,2.04237288135593,,115,276,2.4,
2018Q4,,S08000019,,V217H,,Elective Inpatients,,2,,130,270,2.07692307692308,,135,405,3,
2019Q1,,S08000019,,V217H,,Elective Inpatients,,2,,134,252,1.88059701492537,,134,284,2.11940298507463,
2019Q2,,S08000019,,V217H,,Elective Inpatients,,2,,172,330,1.91860465116279,,173,371,2.14450867052023,
2019Q3,,S08000019,,V217H,,Elective Inpatients,,2,,176,269,1.52840909090909,,178,637,3.57865168539326,
2019Q4,,S08000019,,V217H,,Elective Inpatients,,2,,160,307,1.91875,,165,410,2.48484848484848,
2020Q1,,S08000019,,V217H,,Elective Inpatients,,2,,135,189,1.4,,140,297,2.12142857142857,
2020Q2,,S08000019,,V217H,,Elective Inpatients,,2,,36,58,1.61111111111111,,36,62,1.72222222222222,
2020Q3,,S08000019,,V217H,,Elective Inpatients,,2,,102,153,1.5,,102,212,2.07843137254902,
2020Q4,,S08000019,,V217H,,Elective Inpatients,,2,,142,271,1.90845070422535,,145,353,2.43448275862069,
2021Q1,,S08000019,,V217H,,Elective Inpatients,,2,,81,160,1.97530864197531,,80,160,2,
2021Q2,,S08000019,,V217H,,Elective Inpatients,,2,,145,265,1.82758620689655,,145,298,2.0551724137931,
2021Q3,p,S08000019,,V217H,,Elective Inpatients,,2,,116,164,1.41379310344828,,120,200,1.66666666666667,
2016Q3,,S08000019,,V217H,,Elective Inpatients,,3,,125,279,2.232,,125,326,2.608,
2016Q4,,S08000019,,V217H,,Elective Inpatients,,3,,120,219,1.825,,125,372,2.976,
2017Q1,,S08000019,,V217H,,Elective Inpatients,,3,,165,242,1.46666666666667,,165,381,2.30909090909091,
2017Q2,,S08000019,,V217H,,Elective Inpatients,,3,,153,265,1.73202614379085,,155,355,2.29032258064516,
2017Q3,,S08000019,,V217H,,Elective Inpatients,,3,,152,290,1.90789473684211,,155,468,3.01935483870968,
2017Q4,,S08000019,,V217H,,Elective Inpatients,,3,,150,269,1.79333333333333,,150,462,3.08,
2018Q1,,S08000019,,V217H,,Elective Inpatients,,3,,160,362,2.2625,,160,513,3.20625,
2018Q2,,S08000019,,V217H,,Elective Inpatients,,3,,155,284,1.83225806451613,,160,884,5.525,
2018Q3,,S08000019,,V217H,,Elective Inpatients,,3,,136,276,2.02941176470588,,135,385,2.85185185185185,
2018Q4,,S08000019,,V217H,,Elective Inpatients,,3,,167,278,1.66467065868263,,170,441,2.59411764705882,
2019Q1,,S08000019,,V217H,,Elective Inpatients,,3,,155,292,1.88387096774194,,160,595,3.71875,
2019Q2,,S08000019,,V217H,,Elective Inpatients,,3,,169,284,1.68047337278107,,172,433,2.51744186046512,
2019Q3,,S08000019,,V217H,,Elective Inpatients,,3,,155,260,1.67741935483871,,160,325,2.03125,
2019Q4,,S08000019,,V217H,,Elective Inpatients,,3,,170,273,1.60588235294118,,170,329,1.93529411764706,
2020Q1,,S08000019,,V217H,,Elective Inpatients,,3,,155,231,1.49032258064516,,160,332,2.075,
2020Q2,,S08000019,,V217H,,Elective Inpatients,,3,,30,44,1.46666666666667,,30,59,1.96666666666667,
2020Q3,,S08000019,,V217H,,Elective Inpatients,,3,,115,205,1.78260869565217,,110,227,2.06363636363636,
2020Q4,,S08000019,,V217H,,Elective Inpatients,,3,,150,222,1.48,,150,270,1.8,
2021Q1,,S08000019,,V217H,,Elective Inpatients,,3,,97,204,2.10309278350515,,96,211,2.19791666666667,
2021Q2,,S08000019,,V217H,,Elective Inpatients,,3,,165,350,2.12121212121212,,165,368,2.23030303030303,
2021Q3,p,S08000019,,V217H,,Elective Inpatients,,3,,127,304,2.39370078740157,,130,447,3.43846153846154,
2016Q3,,S08000019,,V217H,,Elective Inpatients,,4,,138,258,1.8695652173913,,140,337,2.40714285714286,
2016Q4,,S08000019,,V217H,,Elective Inpatients,,4,,125,336,2.688,,130,477,3.66923076923077,
2017Q1,,S08000019,,V217H,,Elective Inpatients,,4,,130,226,1.73846153846154,,130,363,2.79230769230769,
2017Q2,,S08000019,,V217H,,Elective Inpatients,,4,,147,245,1.66666666666667,,150,360,2.4,
2017Q3,,S08000019,,V217H,,Elective Inpatients,,4,,125,195,1.56,,125,300,2.4,
2017Q4,,S08000019,,V217H,,Elective Inpatients,,4,,118,249,2.11016949152542,,125,450,3.6,
2018Q1,,S08000019,,V217H,,Elective Inpatients,,4,,130,209,1.60769230769231,,130,362,2.78461538461538,
2018Q2,,S08000019,,V217H,,Elective Inpatients,,4,,116,254,2.18965517241379,,120,323,2.69166666666667,
2018Q3,,S08000019,,V217H,,Elective Inpatients,,4,,108,199,1.84259259259259,,105,211,2.00952380952381,
2018Q4,,S08000019,,V217H,,Elective Inpatients,,4,,136,374,2.75,,136,501,3.68382352941176,
2019Q1,,S08000019,,V217H,,Elective Inpatients,,4,,140,303,2.16428571428571,,140,510,3.64285714285714,
2019Q2,,S08000019,,V217H,,Elective Inpatients,,4,,164,237,1.44512195121951,,170,395,2.32352941176471,
2019Q3,,S08000019,,V217H,,Elective Inpatients,,4,,150,251,1.67333333333333,,150,312,2.08,
2019Q4,,S08000019,,V217H,,Elective Inpatients,,4,,150,285,1.9,,155,336,2.16774193548387,
2020Q1,,S08000019,,V217H,,Elective Inpatients,,4,,120,196,1.63333333333333,,125,221,1.768,
2020Q2,,S08000019,,V217H,,Elective Inpatients,,4,,35,60,1.71428571428571,,36,68,1.88888888888889,
2020Q3,,S08000019,,V217H,,Elective Inpatients,,4,,120,259,2.15833333333333,,120,290,2.41666666666667,
2020Q4,,S08000019,,V217H,,Elective Inpatients,,4,,125,210,1.68,,125,215,1.72,
2021Q1,,S08000019,,V217H,,Elective Inpatients,,4,,76,120,1.57894736842105,,80,160,2,
2021Q2,,S08000019,,V217H,,Elective Inpatients,,4,,135,257,1.9037037037037,,140,290,2.07142857142857,
2021Q3,p,S08000019,,V217H,,Elective Inpatients,,4,,120,210,1.75,,120,230,1.91666666666667,
2016Q3,,S08000019,,V217H,,Elective Inpatients,,5,,142,240,1.69014084507042,,145,376,2.59310344827586,
2016Q4,,S08000019,,V217H,,Elective Inpatients,,5,,107,147,1.37383177570093,,110,282,2.56363636363636,
2017Q1,,S08000019,,V217H,,Elective Inpatients,,5,,127,260,2.04724409448819,,125,288,2.304,
2017Q2,,S08000019,,V217H,,Elective Inpatients,,5,,130,170,1.30769230769231,,130,310,2.38461538461538,
2017Q3,,S08000019,,V217H,,Elective Inpatients,,5,,122,231,1.89344262295082,,125,441,3.528,
2017Q4,,S08000019,,V217H,,Elective Inpatients,,5,,114,209,1.83333333333333,,115,276,2.4,
2018Q1,,S08000019,,V217H,,Elective Inpatients,,5,,130,220,1.69230769230769,,130,280,2.15384615384615,
2018Q2,,S08000019,,V217H,,Elective Inpatients,,5,,116,235,2.02586206896552,,115,300,2.60869565217391,
2018Q3,,S08000019,,V217H,,Elective Inpatients,,5,,105,227,2.16190476190476,,105,334,3.18095238095238,
2018Q4,,S08000019,,V217H,,Elective Inpatients,,5,,138,250,1.81159420289855,,140,324,2.31428571428571,
2019Q1,,S08000019,,V217H,,Elective Inpatients,,5,,106,192,1.81132075471698,,105,244,2.32380952380952,
2019Q2,,S08000019,,V217H,,Elective Inpatients,,5,,151,225,1.49006622516556,,153,249,1.62745098039216,
2019Q3,,S08000019,,V217H,,Elective Inpatients,,5,,145,319,2.2,,145,345,2.37931034482759,
2019Q4,,S08000019,,V217H,,Elective Inpatients,,5,,150,204,1.36,,150,298,1.98666666666667,
2020Q1,,S08000019,,V217H,,Elective Inpatients,,5,,141,271,1.92198581560284,,144,294,2.04166666666667,
2020Q2,,S08000019,,V217H,,Elective Inpatients,,5,,30,58,1.93333333333333,,31,128,4.12903225806452,
2020Q3,,S08000019,,V217H,,Elective Inpatients,,5,,86,156,1.81395348837209,,86,168,1.95348837209302,
2020Q4,,S08000019,,V217H,,Elective Inpatients,,5,,103,153,1.48543689320388,,108,186,1.72222222222222,
2021Q1,,S08000019,,V217H,,Elective Inpatients,,5,,74,110,1.48648648648649,,74,136,1.83783783783784,
2021Q2,,S08000019,,V217H,,Elective Inpatients,,5,,142,250,1.76056338028169,,144,267,1.85416666666667,
2021Q3,p,S08000019,,V217H,,Elective Inpatients,,5,,125,250,2,,125,270,2.16,
2016Q3,,S08000019,,V217H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2018Q2,,S08000019,,V217H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2019Q4,,S08000019,,V217H,,Elective Inpatients,, ,:,0,11, ,z,0,20, ,z
2020Q1,,S08000019,,V217H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,120,301,2.50833333333333,,125,452,3.616,
2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,110,232,2.10909090909091,,110,352,3.2,
2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,136,242,1.77941176470588,,136,303,2.22794117647059,
2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,131,213,1.62595419847328,,131,280,2.13740458015267,
2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,99,223,2.25252525252525,,100,316,3.16,
2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,116,291,2.50862068965517,,115,404,3.51304347826087,
2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,111,235,2.11711711711712,,113,366,3.23893805309735,
2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,128,233,1.8203125,,130,317,2.43846153846154,
2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,111,230,2.07207207207207,,112,313,2.79464285714286,
2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,133,258,1.93984962406015,,136,375,2.75735294117647,
2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,113,244,2.15929203539823,,113,225,1.99115044247788,
2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,131,208,1.58778625954198,,137,335,2.44525547445255,
2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,132,246,1.86363636363636,,132,295,2.23484848484848,
2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,114,169,1.48245614035088,,119,230,1.9327731092437,
2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,130,160,1.23076923076923,,132,183,1.38636363636364,
2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,26,48,1.84615384615385,,27,85,3.14814814814815,
2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,1,,77,124,1.61038961038961,,76,135,1.77631578947368,
2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,1,,107,155,1.44859813084112,,111,233,2.0990990990991,
2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,1,,61,76,1.24590163934426,,62,84,1.35483870967742,
2021Q2,,S08000019,,S08000019,d,Elective Inpatients,,1,,115,203,1.76521739130435,,116,222,1.91379310344828,
2021Q3,p,S08000019,,S08000019,d,Elective Inpatients,,1,,96,283,2.94791666666667,,97,291,3,
2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,176,337,1.91477272727273,,175,449,2.56571428571429,
2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,181,419,2.31491712707182,,182,520,2.85714285714286,
2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,156,299,1.91666666666667,,155,380,2.45161290322581,
2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,138,296,2.14492753623188,,143,583,4.07692307692308,
2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,158,306,1.93670886075949,,158,473,2.9936708860759502,
2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,133,262,1.96992481203008,,134,466,3.47761194029851,
2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,138,229,1.65942028985507,,140,391,2.79285714285714,
2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,125,329,2.632,,125,392,3.136,
2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,118,241,2.04237288135593,,115,276,2.4,
2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,135,270,2,,137,407,2.97080291970803,
2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,134,252,1.88059701492537,,134,284,2.11940298507463,
2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,172,330,1.91860465116279,,173,371,2.14450867052023,
2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,178,322,1.80898876404494,,180,690,3.83333333333333,
2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,164,307,1.8719512195122,,169,410,2.42603550295858,
2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,136,189,1.38970588235294,,139,297,2.13669064748201,
2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,36,58,1.61111111111111,,36,62,1.72222222222222,
2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,2,,102,153,1.5,,102,212,2.07843137254902,
2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,2,,142,271,1.90845070422535,,145,387,2.66896551724138,
2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,2,,81,160,1.97530864197531,,80,160,2,
2021Q2,,S08000019,,S08000019,d,Elective Inpatients,,2,,146,265,1.81506849315068,,147,298,2.02721088435374,
2021Q3,p,S08000019,,S08000019,d,Elective Inpatients,,2,,116,164,1.41379310344828,,119,202,1.69747899159664,
2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,125,279,2.232,,125,326,2.608,
2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,123,219,1.78048780487805,,124,372,3,
2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,166,242,1.4578313253012,,167,381,2.2814371257485,
2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,153,265,1.73202614379085,,156,359,2.30128205128205,
2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,152,290,1.90789473684211,,155,468,3.01935483870968,
2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,150,269,1.79333333333333,,150,462,3.08,
2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,160,362,2.2625,,160,513,3.20625,
2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,155,284,1.83225806451613,,160,884,5.525,
2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,136,276,2.02941176470588,,135,385,2.85185185185185,
2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,167,278,1.66467065868263,,170,441,2.59411764705882,
2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,156,299,1.91666666666667,,160,604,3.775,
2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,3,,169,284,1.68047337278107,,172,433,2.51744186046512,
2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,3,,157,260,1.65605095541401,,159,325,2.0440251572327,
2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,3,,170,273,1.60588235294118,,170,329,1.93529411764706,
2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,3,,158,231,1.4620253164557,,163,332,2.03680981595092,
