WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20220123,S08000016,,2,All,d,32,46,-30.4
20220123,S08000016,,3,All,d,73,105.5,-30.8
20220123,S08000016,,4,All,d,51,59.5,-14.3
20220123,S08000016,,5,All,d,16,11,45.5
20220123,S08000017,,1,All,d,30,48.5,-38.1
20220123,S08000017,,2,All,d,92,136,-32.4
20220123,S08000017,,3,All,d,136,168,-19
20220123,S08000017,,4,All,d,68,58,17.2
20220123,S08000017,,5,All,d,26,33.5,-22.4
20220123,S08000019,,1,All,d,165,286,-42.3
20220123,S08000019,,2,All,d,170,327.5,-48.1
20220123,S08000019,,3,All,d,185,263,-29.7
20220123,S08000019,,4,All,d,122,220,-44.5
20220123,S08000019,,5,All,d,118,190.5,-38.1
20220123,S08000020,,1,All,d,96,117.5,-18.3
20220123,S08000020,,2,All,d,231,256.5,-9.9
20220123,S08000020,,3,All,d,270,300,-10
20220123,S08000020,,4,All,d,325,386.5,-15.9
20220123,S08000020,,5,All,d,266,292.5,-9.1
20220123,S08000022,,1,All,d,70,99,-29.3
20220123,S08000022,,2,All,d,117,154,-24
20220123,S08000022,,3,All,d,241,284.5,-15.3
20220123,S08000022,,4,All,d,191,204.5,-6.6
20220123,S08000022,,5,All,d,38,44,-13.6
20220123,S08000024,,1,All,d,287,361,-20.5
20220123,S08000024,,2,All,d,443,514.5,-13.9
20220123,S08000024,,3,All,d,342,366.5,-6.7
20220123,S08000024,,4,All,d,346,355,-2.5
20220123,S08000024,,5,All,d,472,451,4.7
20220123,S08000025,,2,All,d,9,8.5,5.9
20220123,S08000025,,3,All,d,5,9.5,-47.4
20220123,S08000025,,4,All,d,24,25,-4
20220123,S08000026,,3,All,d,13,18,-27.8
20220123,S08000026,,4,All,d,14,27.5,-49.1
20220123,S08000028,,2,All,d,10,14.5,-31
20220123,S08000028,,3,All,d,41,59.5,-31.1
20220123,S08000029,,1,All,d,209,246,-15
20220123,S08000029,,2,All,d,238,224.5,6
20220123,S08000029,,3,All,d,166,190,-12.6
20220123,S08000029,,4,All,d,170,137.5,23.6
20220123,S08000029,,5,All,d,116,105,10.5
20220123,S08000030,,1,All,d,249,272,-8.5
20220123,S08000030,,2,All,d,257,229.5,12
20220123,S08000030,,3,All,d,217,257,-15.6
20220123,S08000030,,4,All,d,289,326.5,-11.5
20220123,S08000030,,5,All,d,189,222.5,-15.1
20220123,S08000031,,1,All,d,1350,1640.5,-17.7
20220123,S08000031,,2,All,d,684,836.5,-18.2
20220123,S08000031,,3,All,d,492,568,-13.4
20220123,S08000031,,4,All,d,487,485,0.4
20220123,S08000031,,5,All,d,578,583.5,-0.9
20220123,S08000032,,1,All,d,430,584.5,-26.4
20220123,S08000032,,2,All,d,397,455.5,-12.8
20220123,S08000032,,3,All,d,235,289,-18.7
20220123,S08000032,,4,All,d,170,221.5,-23.3
20220123,S08000032,,5,All,d,135,154.5,-12.6
20220123,S92000003,d,1,All,d,3203,4125.5,-22.4
20220123,S92000003,d,2,All,d,2916,3506,-16.8
20220123,S92000003,d,3,All,d,2566,3081,-16.7
20220123,S92000003,d,4,All,d,2375,2648,-10.3
20220123,S92000003,d,5,All,d,2032,2196,-7.5
20220130,S08000015,,1,All,d,355,436.5,-18.7
20220130,S08000015,,2,All,d,227,268,-15.3
20220130,S08000015,,3,All,d,170,203,-16.3
20220130,S08000015,,4,All,d,107,147,-27.2
20220130,S08000015,,5,All,d,91,112,-18.8
20220130,S08000016,,1,All,d,16,17.5,-8.6
20220130,S08000016,,2,All,d,32,54,-40.7
20220130,S08000016,,3,All,d,89,97,-8.2
20220130,S08000016,,4,All,d,38,59.5,-36.1
20220130,S08000016,,5,All,d,16,19,-15.8
20220130,S08000017,,1,All,d,38,55,-30.9
20220130,S08000017,,2,All,d,91,125.5,-27.5
20220130,S08000017,,3,All,d,122,165.5,-26.3
20220130,S08000017,,4,All,d,45,61.5,-26.8
20220130,S08000017,,5,All,d,19,36,-47.2
20220130,S08000019,,1,All,d,163,353.5,-53.9
20220130,S08000019,,2,All,d,190,307.5,-38.2
20220130,S08000019,,3,All,d,159,307,-48.2
20220130,S08000019,,4,All,d,108,240.5,-55.1
20220130,S08000019,,5,All,d,127,179,-29.1
20220130,S08000020,,1,All,d,116,107.5,7.9
20220130,S08000020,,2,All,d,222,274,-19
20220130,S08000020,,3,All,d,288,289,-0.3
20220130,S08000020,,4,All,d,348,387,-10.1
20220130,S08000020,,5,All,d,268,309.5,-13.4
20220130,S08000022,,1,All,d,77,103,-25.2
20220130,S08000022,,2,All,d,140,173.5,-19.3
20220130,S08000022,,3,All,d,229,259.5,-11.8
20220130,S08000022,,4,All,d,182,203,-10.3
20220130,S08000022,,5,All,d,42,49,-14.3
20220130,S08000024,,1,All,d,306,355,-13.8
20220130,S08000024,,2,All,d,472,541,-12.8
20220130,S08000024,,3,All,d,388,409,-5.1
20220130,S08000024,,4,All,d,395,366,7.9
20220130,S08000024,,5,All,d,508,470.5,8
20220130,S08000025,,2,All,d,8,7.5,6.7
20220130,S08000025,,3,All,d,9,11.5,-21.7
20220130,S08000025,,4,All,d,19,23,-17.4
20220130,S08000026,,2,All,d,5,2,150
20220130,S08000026,,3,All,d,8,14.5,-44.8
20220130,S08000026,,4,All,d,25,20,25
20220130,S08000028,,2,All,d,7,13,-46.2
20220130,S08000028,,3,All,d,46,65,-29.2
20220130,S08000029,,1,All,d,232,242.5,-4.3
20220130,S08000029,,2,All,d,228,223.5,2
20220130,S08000029,,3,All,d,151,189.5,-20.3
20220130,S08000029,,4,All,d,183,146.5,24.9
20220130,S08000029,,5,All,d,119,113,5.3
20220130,S08000030,,1,All,d,263,279,-5.7
20220130,S08000030,,2,All,d,237,257,-7.8
20220130,S08000030,,3,All,d,234,249.5,-6.2
20220130,S08000030,,4,All,d,277,312,-11.2
20220130,S08000030,,5,All,d,190,209.5,-9.3
20220130,S08000031,,1,All,d,1520,1697.5,-10.5
20220130,S08000031,,2,All,d,697,763,-8.7
20220130,S08000031,,3,All,d,512,550,-6.9
20220130,S08000031,,4,All,d,468,508,-7.9
20220130,S08000031,,5,All,d,516,584,-11.6
20220130,S08000032,,1,All,d,527,605,-12.9
20220130,S08000032,,2,All,d,439,513,-14.4
20220130,S08000032,,3,All,d,255,317,-19.6
20220130,S08000032,,4,All,d,203,232,-12.5
20220130,S08000032,,5,All,d,125,162,-22.8
20220130,S92000003,d,1,All,d,3613,4252.5,-15
20220130,S92000003,d,2,All,d,2995,3522.5,-15
20220130,S92000003,d,3,All,d,2660,3127,-14.9
20220130,S92000003,d,4,All,d,2398,2706,-11.4
20220130,S92000003,d,5,All,d,2021,2244,-9.9
20220206,S08000015,,1,All,d,347,447,-22.4
20220206,S08000015,,2,All,d,217,270.5,-19.8
20220206,S08000015,,3,All,d,156,197.5,-21
20220206,S08000015,,4,All,d,136,116.5,16.7
20220206,S08000015,,5,All,d,92,118,-22
20220206,S08000016,,1,All,d,22,21.5,2.3
20220206,S08000016,,2,All,d,36,63,-42.9
20220206,S08000016,,3,All,d,68,84.5,-19.5
20220206,S08000016,,4,All,d,60,67.5,-11.1
20220206,S08000016,,5,All,d,17,14,21.4
20220206,S08000017,,1,All,d,46,49,-6.1
20220206,S08000017,,2,All,d,106,135.5,-21.8
20220206,S08000017,,3,All,d,151,173.5,-13
20220206,S08000017,,4,All,d,49,64,-23.4
20220206,S08000017,,5,All,d,36,31,16.1
20220206,S08000019,,1,All,d,190,318,-40.3
20220206,S08000019,,2,All,d,157,317,-50.5
20220206,S08000019,,3,All,d,167,283,-41
20220206,S08000019,,4,All,d,122,266,-54.1
20220206,S08000019,,5,All,d,100,173,-42.2
20220206,S08000020,,1,All,d,83,101.5,-18.2
20220206,S08000020,,2,All,d,231,267,-13.5
20220206,S08000020,,3,All,d,286,285.5,0.2
20220206,S08000020,,4,All,d,343,354.5,-3.2
20220206,S08000020,,5,All,d,285,313,-8.9
20220206,S08000022,,1,All,d,70,99,-29.3
20220206,S08000022,,2,All,d,133,154,-13.6
20220206,S08000022,,3,All,d,243,299.5,-18.9
20220206,S08000022,,4,All,d,168,198,-15.2
20220206,S08000022,,5,All,d,50,50,0
20220206,S08000024,,1,All,d,346,375,-7.7
20220206,S08000024,,2,All,d,479,567,-15.5
20220206,S08000024,,3,All,d,365,403.5,-9.5
20220206,S08000024,,4,All,d,333,369,-9.8
20220206,S08000024,,5,All,d,448,483.5,-7.3
20220206,S08000025,,2,All,d,7,6,16.7
20220206,S08000025,,3,All,d,6,8,-25
20220206,S08000025,,4,All,d,31,25,24
20220206,S08000026,,3,All,d,18,22,-18.2
20220206,S08000026,,4,All,d,21,22,-4.5
20220206,S08000028,,2,All,d,13,14.5,-10.3
20220206,S08000028,,3,All,d,62,71,-12.7
20220206,S08000029,,1,All,d,227,251.5,-9.7
20220206,S08000029,,2,All,d,239,235,1.7
20220206,S08000029,,3,All,d,163,182.5,-10.7
20220206,S08000029,,4,All,d,155,135,14.8
20220206,S08000029,,5,All,d,119,113.5,4.8
20220206,S08000030,,1,All,d,268,267,0.4
20220206,S08000030,,2,All,d,238,239.5,-0.6
20220206,S08000030,,3,All,d,226,252.5,-10.5
20220206,S08000030,,4,All,d,302,308.5,-2.1
20220206,S08000030,,5,All,d,205,213.5,-4
20220206,S08000031,,1,All,d,1518,1652,-8.1
20220206,S08000031,,2,All,d,758,843.5,-10.1
20220206,S08000031,,3,All,d,573,579,-1
20220206,S08000031,,4,All,d,488,502.5,-2.9
20220206,S08000031,,5,All,d,565,588.5,-4
20220206,S08000032,,1,All,d,485,587,-17.4
20220206,S08000032,,2,All,d,456,482.5,-5.5
20220206,S08000032,,3,All,d,236,321,-26.5
20220206,S08000032,,4,All,d,199,237,-16
20220206,S08000032,,5,All,d,148,156.5,-5.4
20220206,S92000003,d,1,All,d,3603,4169,-13.6
20220206,S92000003,d,2,All,d,3074,3597.5,-14.6
20220206,S92000003,d,3,All,d,2720,3163,-14
20220206,S92000003,d,4,All,d,2407,2666,-9.7
20220206,S92000003,d,5,All,d,2065,2255,-8.4
20220213,S08000015,,1,All,d,341,418.5,-18.5
20220213,S08000015,,2,All,d,236,284,-16.9
20220213,S08000015,,3,All,d,154,189,-18.5
20220213,S08000015,,4,All,d,132,147,-10.2
20220213,S08000015,,5,All,d,80,114,-29.8
20220213,S08000016,,1,All,d,18,22.5,-20
20220213,S08000016,,2,All,d,29,60,-51.7
20220213,S08000016,,3,All,d,87,126.5,-31.2
20220213,S08000016,,4,All,d,48,63.5,-24.4
20220213,S08000016,,5,All,d,10,19.5,-48.7
20220213,S08000017,,1,All,d,41,55.5,-26.1
20220213,S08000017,,2,All,d,97,123,-21.1
20220213,S08000017,,3,All,d,148,184.5,-19.8
20220213,S08000017,,4,All,d,51,65,-21.5
20220213,S08000017,,5,All,d,41,35,17.1
20220213,S08000019,,1,All,d,182,296,-38.5
20220213,S08000019,,2,All,d,168,341.5,-50.8
20220213,S08000019,,3,All,d,144,291,-50.5
20220213,S08000019,,4,All,d,126,223,-43.5
20220213,S08000019,,5,All,d,113,190,-40.5
20220213,S08000020,,1,All,d,94,104,-9.6
20220213,S08000020,,2,All,d,212,269.5,-21.3
20220213,S08000020,,3,All,d,269,307.5,-12.5
20220213,S08000020,,4,All,d,367,388.5,-5.5
20220213,S08000020,,5,All,d,254,292,-13
20220213,S08000022,,1,All,d,83,96,-13.5
20220213,S08000022,,2,All,d,138,157.5,-12.4
20220213,S08000022,,3,All,d,256,273.5,-6.4
20220213,S08000022,,4,All,d,178,215.5,-17.4
20220213,S08000022,,5,All,d,49,39.5,24.1
20220213,S08000024,,1,All,d,309,396.5,-22.1
20220213,S08000024,,2,All,d,517,570,-9.3
20220213,S08000024,,3,All,d,358,395,-9.4
20220213,S08000024,,4,All,d,355,357,-0.6
20220213,S08000024,,5,All,d,472,500,-5.6
20220213,S08000025,,2,All,d,6,7.5,-20
20220213,S08000025,,3,All,d,6,7,-14.3
20220213,S08000025,,4,All,d,21,22.5,-6.7
20220213,S08000026,,2,All,d,5,3.5,42.9
20220213,S08000026,,3,All,d,20,15,33.3
20220213,S08000026,,4,All,d,22,21,4.8
20220213,S08000028,,2,All,d,19,13.5,40.7
20220213,S08000028,,3,All,d,50,60.5,-17.4
20220213,S08000029,,1,All,d,225,253,-11.1
20220213,S08000029,,2,All,d,224,230,-2.6
20220213,S08000029,,3,All,d,153,185,-17.3
20220213,S08000029,,4,All,d,124,150,-17.3
20220213,S08000029,,5,All,d,108,134.5,-19.7
20220213,S08000030,,1,All,d,265,264.5,0.2
20220213,S08000030,,2,All,d,234,249.5,-6.2
20220213,S08000030,,3,All,d,239,248,-3.6
20220213,S08000030,,4,All,d,313,337.5,-7.3
20220213,S08000030,,5,All,d,199,216.5,-8.1
20220213,S08000031,,1,All,d,1464,1655.5,-11.6
20220213,S08000031,,2,All,d,774,792.5,-2.3
20220213,S08000031,,3,All,d,524,582.5,-10
20220213,S08000031,,4,All,d,428,517.5,-17.3
20220213,S08000031,,5,All,d,495,566.5,-12.6
20220213,S08000032,,1,All,d,506,616,-17.9
20220213,S08000032,,2,All,d,415,494,-16
20220213,S08000032,,3,All,d,231,324,-28.7
20220213,S08000032,,4,All,d,197,229,-14
20220213,S08000032,,5,All,d,144,151,-4.6
20220213,S92000003,d,1,All,d,3528,4179,-15.6
20220213,S92000003,d,2,All,d,3074,3596,-14.5
20220213,S92000003,d,3,All,d,2639,3189,-17.2
20220213,S92000003,d,4,All,d,2363,2737,-13.7
20220213,S92000003,d,5,All,d,1968,2259,-12.9
20220220,S08000015,,1,All,d,303,444.5,-31.8
20220220,S08000015,,2,All,d,234,266.5,-12.2
20220220,S08000015,,3,All,d,166,169.5,-2.1
20220220,S08000015,,4,All,d,86,134.5,-36.1
20220220,S08000015,,5,All,d,102,114,-10.5
20220220,S08000016,,1,All,d,23,23,0
20220220,S08000016,,2,All,d,42,43.5,-3.4
20220220,S08000016,,3,All,d,79,106,-25.5
20220220,S08000016,,4,All,d,45,59,-23.7
20220220,S08000016,,5,All,d,16,14,14.3
20220220,S08000017,,1,All,d,44,52,-15.4
20220220,S08000017,,2,All,d,94,118,-20.3
20220220,S08000017,,3,All,d,138,170.5,-19.1
20220220,S08000017,,4,All,d,68,71.5,-4.9
20220220,S08000017,,5,All,d,33,34.5,-4.3
20220220,S08000019,,1,All,d,180,298,-39.6
20220220,S08000019,,2,All,d,178,334.5,-46.8
20220220,S08000019,,3,All,d,164,322,-49.1
20220220,S08000019,,4,All,d,118,227.5,-48.1
20220220,S08000019,,5,All,d,130,180,-27.8
20220220,S08000020,,1,All,d,95,111.5,-14.8
20220220,S08000020,,2,All,d,189,262.5,-28
20220220,S08000020,,3,All,d,261,289.5,-9.8
20220220,S08000020,,4,All,d,312,389,-19.8
20220220,S08000020,,5,All,d,267,293.5,-9
20220220,S08000022,,1,All,d,77,89.5,-14
20220220,S08000022,,2,All,d,152,163.5,-7
20220220,S08000022,,3,All,d,253,267.5,-5.4
20220220,S08000022,,4,All,d,179,186.5,-4
20220220,S08000022,,5,All,d,41,52.5,-21.9
20220220,S08000024,,1,All,d,316,370,-14.6
20220220,S08000024,,2,All,d,476,536,-11.2
20220220,S08000024,,3,All,d,345,368,-6.2
20220220,S08000024,,4,All,d,323,374,-13.6
20220220,S08000024,,5,All,d,434,466,-6.9
20220220,S08000025,,3,All,d,10,6,66.7
20220220,S08000025,,4,All,d,20,23,-13
20220220,S08000026,,3,All,d,19,15.5,22.6
20220220,S08000026,,4,All,d,20,18.5,8.1
20220220,S08000028,,2,All,d,13,19,-31.6
20220220,S08000028,,3,All,d,60,70.5,-14.9
20220220,S08000029,,1,All,d,213,270,-21.1
20220220,S08000029,,2,All,d,207,242,-14.5
20220220,S08000029,,3,All,d,149,184,-19
20220220,S08000029,,4,All,d,160,147,8.8
20220220,S08000029,,5,All,d,88,125,-29.6
20220220,S08000030,,1,All,d,282,279,1.1
20220220,S08000030,,2,All,d,260,248,4.8
20220220,S08000030,,3,All,d,226,239,-5.4
20220220,S08000030,,4,All,d,317,309,2.6
20220220,S08000030,,5,All,d,195,205.5,-5.1
20220220,S08000031,,1,All,d,1400,1695.5,-17.4
20220220,S08000031,,2,All,d,713,793,-10.1
20220220,S08000031,,3,All,d,527,574,-8.2
20220220,S08000031,,4,All,d,415,495.5,-16.2
20220220,S08000031,,5,All,d,520,546,-4.8
20220220,S08000032,,1,All,d,488,591.5,-17.5
20220220,S08000032,,2,All,d,419,501.5,-16.5
20220220,S08000032,,3,All,d,260,293,-11.3
20220220,S08000032,,4,All,d,204,201.5,1.2
20220220,S08000032,,5,All,d,142,176.5,-19.5
20220220,S92000003,d,1,All,d,3421,4225,-19
20220220,S92000003,d,2,All,d,2983,3540,-15.7
20220220,S92000003,d,3,All,d,2657,3075,-13.6
20220220,S92000003,d,4,All,d,2268,2636.5,-14
20220220,S92000003,d,5,All,d,1969,2208.5,-10.8
20200105,S08000015,,1,Emergency,,358,380.5,-5.9
20200105,S08000015,,2,Emergency,,242,266,-9
20200105,S08000015,,3,Emergency,,158,159,-0.6
20200105,S08000015,,4,Emergency,,117,117.5,-0.4
20200105,S08000015,,5,Emergency,,71,108,-34.3
20200105,S08000016,,1,Emergency,,20,23,-13
20200105,S08000016,,2,Emergency,,55,46.5,18.3
20200105,S08000016,,3,Emergency,,87,88.5,-1.7
20200105,S08000016,,4,Emergency,,76,65.5,16
20200105,S08000016,,5,Emergency,,9,14.5,-37.9
20200105,S08000017,,1,Emergency,,37,43,-14
20200105,S08000017,,2,Emergency,,109,107,1.9
20200105,S08000017,,3,Emergency,,110,124.5,-11.6
20200105,S08000017,,4,Emergency,,51,43,18.6
20200105,S08000017,,5,Emergency,,31,26.5,17
20200105,S08000019,,1,Emergency,,142,308,-53.9
20200105,S08000019,,2,Emergency,,159,297.5,-46.6
20200105,S08000019,,3,Emergency,,118,266,-55.6
20200105,S08000019,,4,Emergency,,88,193.5,-54.5
20200105,S08000019,,5,Emergency,,89,170,-47.6
20200105,S08000020,,1,Emergency,,88,78,12.8
20200105,S08000020,,2,Emergency,,205,188,9
20200105,S08000020,,3,Emergency,,250,200,25
20200105,S08000020,,4,Emergency,,258,248,4
20200105,S08000020,,5,Emergency,,235,204,15.2
20200105,S08000022,,1,Emergency,,78,82.5,-5.5
20200105,S08000022,,2,Emergency,,113,126.5,-10.7
20200105,S08000022,,3,Emergency,,222,206,7.8
20200105,S08000022,,4,Emergency,,182,136.5,33.3
20200105,S08000022,,5,Emergency,,36,39.5,-8.9
20200105,S08000024,,1,Emergency,,318,289.5,9.8
20200105,S08000024,,2,Emergency,,492,428,15
20200105,S08000024,,3,Emergency,,366,259,41.3
20200105,S08000024,,4,Emergency,,295,257.5,14.6
20200105,S08000024,,5,Emergency,,386,331,16.6
20200105,S08000025,,3,Emergency,,9,5.5,63.6
20200105,S08000025,,4,Emergency,,20,19.5,2.6
20200105,S08000026,,3,Emergency,,5,14.5,-65.5
20200105,S08000026,,4,Emergency,,18,16.5,9.1
20200105,S08000028,,2,Emergency,,7,14,-50
20200105,S08000028,,3,Emergency,,49,56,-12.5
20200105,S08000029,,1,Emergency,,228,241.5,-5.6
20200105,S08000029,,2,Emergency,,210,208.5,0.7
20200105,S08000029,,3,Emergency,,169,152,11.2
20200105,S08000029,,4,Emergency,,148,130,13.8
20200105,S08000029,,5,Emergency,,103,107.5,-4.2
20200105,S08000030,,1,Emergency,,210,244.5,-14.1
20200105,S08000030,,2,Emergency,,191,235,-18.7
20200105,S08000030,,3,Emergency,,173,201,-13.9
20200105,S08000030,,4,Emergency,,235,234,0.4
20200105,S08000030,,5,Emergency,,160,158.5,0.9
20200105,S08000031,,1,Emergency,,1128,1200,-6
20200105,S08000031,,2,Emergency,,573,530,8.1
20200105,S08000031,,3,Emergency,,408,358.5,13.8
20200105,S08000031,,4,Emergency,,307,323,-5
20200105,S08000031,,5,Emergency,,338,333,1.5
20200105,S08000032,,1,Emergency,,513,500.5,2.5
20200105,S08000032,,2,Emergency,,422,425,-0.7
20200105,S08000032,,3,Emergency,,271,265.5,2.1
20200105,S08000032,,4,Emergency,,182,180,1.1
20200105,S08000032,,5,Emergency,,124,130,-4.6
20200105,S92000003,d,1,Emergency,,3121,3391.5,-8
20200105,S92000003,d,2,Emergency,,2784,2882,-3.4
20200105,S92000003,d,3,Emergency,,2395,2356,1.7
20200105,S92000003,d,4,Emergency,,1978,1966,0.6
20200105,S92000003,d,5,Emergency,,1582,1624,-2.6
20200112,S08000015,,1,Emergency,,422,385.5,9.5
20200112,S08000015,,2,Emergency,,237,262,-9.5
20200112,S08000015,,3,Emergency,,139,190.5,-27
20200112,S08000015,,4,Emergency,,104,123,-15.4
20200112,S08000015,,5,Emergency,,94,103.5,-9.2
20200112,S08000016,,1,Emergency,,14,13,7.7
20200112,S08000016,,2,Emergency,,44,57,-22.8
20200112,S08000016,,3,Emergency,,86,97,-11.3
20200112,S08000016,,4,Emergency,,58,62.5,-7.2
20200112,S08000016,,5,Emergency,,10,14,-28.6
20200112,S08000017,,1,Emergency,,39,51,-23.5
20200112,S08000017,,2,Emergency,,95,98,-3.1
20200112,S08000017,,3,Emergency,,141,151.5,-6.9
20200112,S08000017,,4,Emergency,,51,59,-13.6
20200112,S08000017,,5,Emergency,,32,26,23.1
20200112,S08000019,,1,Emergency,,138,261.5,-47.2
20200112,S08000019,,2,Emergency,,137,269.5,-49.2
20200112,S08000019,,3,Emergency,,99,245,-59.6
20200112,S08000019,,4,Emergency,,92,197.5,-53.4
20200112,S08000019,,5,Emergency,,89,142,-37.3
20200112,S08000020,,1,Emergency,,95,86,10.5
20200112,S08000020,,2,Emergency,,203,200,1.5
20200112,S08000020,,3,Emergency,,247,217.5,13.6
20200112,S08000020,,4,Emergency,,290,277.5,4.5
20200112,S08000020,,5,Emergency,,231,203.5,13.5
20200112,S08000022,,1,Emergency,,89,77.5,14.8
20200112,S08000022,,2,Emergency,,122,120,1.7
20200112,S08000022,,3,Emergency,,208,210.5,-1.2
20200112,S08000022,,4,Emergency,,152,149.5,1.7
20200112,S08000022,,5,Emergency,,43,32,34.4
20200112,S08000024,,1,Emergency,,289,287.5,0.5
20200112,S08000024,,2,Emergency,,511,428.5,19.3
20200112,S08000024,,3,Emergency,,321,304,5.6
20200112,S08000024,,4,Emergency,,298,237.5,25.5
20200112,S08000024,,5,Emergency,,351,355,-1.1
20200112,S08000025,,3,Emergency,,7,6,16.7
20200112,S08000025,,4,Emergency,,19,17.5,8.6
20200112,S08000026,,3,Emergency,,11,13.5,-18.5
20200112,S08000026,,4,Emergency,,13,24,-45.8
20200112,S08000028,,2,Emergency,,10,12,-16.7
20200112,S08000028,,3,Emergency,,58,46,26.1
20200112,S08000029,,1,Emergency,,222,223,-0.4
20200112,S08000029,,2,Emergency,,216,203,6.4
20200112,S08000029,,3,Emergency,,149,158.5,-6
20200112,S08000029,,4,Emergency,,131,134.5,-2.6
20200112,S08000029,,5,Emergency,,92,97,-5.2
20200112,S08000030,,1,Emergency,,217,233.5,-7.1
20200112,S08000030,,2,Emergency,,192,209.5,-8.4
20200112,S08000030,,3,Emergency,,197,208,-5.3
20200112,S08000030,,4,Emergency,,256,254.5,0.6
20200112,S08000030,,5,Emergency,,147,149.5,-1.7
20200112,S08000031,,1,Emergency,,1214,1171,3.7
20200112,S08000031,,2,Emergency,,526,529,-0.6
20200112,S08000031,,3,Emergency,,375,334.5,12.1
20200112,S08000031,,4,Emergency,,317,301.5,5.1
20200112,S08000031,,5,Emergency,,333,356,-6.5
20200112,S08000032,,1,Emergency,,549,532,3.2
20200112,S08000032,,2,Emergency,,420,445,-5.6
20200112,S08000032,,3,Emergency,,265,267.5,-0.9
20200112,S08000032,,4,Emergency,,196,194,1
20200112,S08000032,,5,Emergency,,124,124.5,-0.4
20200112,S92000003,d,1,Emergency,,3288,3322,-1
20200112,S92000003,d,2,Emergency,,2720,2845,-4.4
20200112,S92000003,d,3,Emergency,,2303,2450,-6
20200112,S92000003,d,4,Emergency,,1977,2032.5,-2.7
20200112,S92000003,d,5,Emergency,,1546,1603.5,-3.6
20200119,S08000015,,1,Emergency,,338,422,-19.9
20200119,S08000015,,2,Emergency,,255,268,-4.9
20200119,S08000015,,3,Emergency,,158,182.5,-13.4
20200119,S08000015,,4,Emergency,,114,125.5,-9.2
20200119,S08000015,,5,Emergency,,86,95.5,-9.9
20200119,S08000016,,1,Emergency,,12,17,-29.4
20200119,S08000016,,2,Emergency,,35,39.5,-11.4
20200119,S08000016,,3,Emergency,,89,94.5,-5.8
20200119,S08000016,,4,Emergency,,62,55,12.7
20200119,S08000016,,5,Emergency,,12,11,9.1
20200119,S08000017,,1,Emergency,,39,39.5,-1.3
20200119,S08000017,,2,Emergency,,85,115,-26.1
20200119,S08000017,,3,Emergency,,116,129.5,-10.4
20200119,S08000017,,4,Emergency,,71,44.5,59.6
20200119,S08000017,,5,Emergency,,26,27,-3.7
20200119,S08000019,,1,Emergency,,126,249,-49.4
20200119,S08000019,,2,Emergency,,140,285,-50.9
20200119,S08000019,,3,Emergency,,138,233.5,-40.9
20200119,S08000019,,4,Emergency,,98,180.5,-45.7
20200119,S08000019,,5,Emergency,,80,153.5,-47.9
20200119,S08000020,,1,Emergency,,86,83,3.6
20200119,S08000020,,2,Emergency,,210,183.5,14.4
20200119,S08000020,,3,Emergency,,263,210.5,24.9
20200119,S08000020,,4,Emergency,,271,273.5,-0.9
20200119,S08000020,,5,Emergency,,250,206,21.4
20200119,S08000022,,1,Emergency,,64,79,-19
20200119,S08000022,,2,Emergency,,126,123.5,2
20200119,S08000022,,3,Emergency,,207,226,-8.4
20200119,S08000022,,4,Emergency,,160,165,-3
20200119,S08000022,,5,Emergency,,40,36.5,9.6
20200119,S08000024,,1,Emergency,,307,275.5,11.4
20200119,S08000024,,2,Emergency,,538,391.5,37.4
20200119,S08000024,,3,Emergency,,305,255.5,19.4
20200119,S08000024,,4,Emergency,,308,254.5,21
20200119,S08000024,,5,Emergency,,404,322.5,25.3
20200119,S08000025,,2,Emergency,,9,6,50
20200119,S08000025,,3,Emergency,,7,8.5,-17.6
20200119,S08000025,,4,Emergency,,25,20,25
20200119,S08000026,,3,Emergency,,7,16.5,-57.6
20200119,S08000026,,4,Emergency,,13,23,-43.5
20200119,S08000028,,2,Emergency,,6,11,-45.5
20200119,S08000028,,3,Emergency,,53,48,10.4
20200119,S08000029,,1,Emergency,,226,212.5,6.4
20200119,S08000029,,2,Emergency,,217,196.5,10.4
20200119,S08000029,,3,Emergency,,141,160.5,-12.1
20200119,S08000029,,4,Emergency,,141,120,17.5
20200119,S08000029,,5,Emergency,,102,84.5,20.7
20200119,S08000030,,1,Emergency,,221,223,-0.9
20200119,S08000030,,2,Emergency,,189,182.5,3.6
20200119,S08000030,,3,Emergency,,181,203,-10.8
20200119,S08000030,,4,Emergency,,221,252,-12.3
20200119,S08000030,,5,Emergency,,159,177.5,-10.4
20200119,S08000031,,1,Emergency,,1179,1154.5,2.1
20200119,S08000031,,2,Emergency,,538,534,0.7
20200119,S08000031,,3,Emergency,,365,346,5.5
